class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_note,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/140310001010101_000000076800C,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8qMTBqEnmhVL,Ludovico Ariosto,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KjaJCjnYFATB,Alfonso dalla Viola,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DrkJkRtJvR2m,Primo libro di Madrigali d'Alfonso dalla Viola,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/b9EEWzfgsepR,Incipit assonance.,Alma beata e bella,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,text,,,,,,,,,,,,,,,,"Alma beata e bella
Che a le quiete piume
Si, proprio mi mostraste il chiaro lume
Quando tornerà più si lieto il sonno
Che di voi mi conceda quel che tanti
Sospir tormenti e pianti
Interceder ne gratia un qua non ponno,
Deh se pietade mai pungergli il petto
Col sogno e con la mia benigna stella
Ritorna a me sovente
E si m’opprima l’aﬀannata mente
Che con quei grati et amorosi gesti
Sempre io stia seco e mai più non mi desti.",,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,language,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,subject,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,poetic_type,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DZwg5ijCKnjb,light beam,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TRHMAMaRfnLP,torment,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YNz7hZ7AqXJk,weeping,,
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,metre,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable
MusicComposition,La rete fu di queste fila d'oro (Viola),,,La rete fu di queste fila d'oro (Viola),La rete fu di queste fila d'oro (Viola).md,QyTFG76Lys5W,474061893547651964587,metre,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable
