class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=26619,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F247580000020101_000000133700C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,part_of,,,,,,,,,"Canto XXXII, 19",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8CJumkhmB57N,abandonment,,,,,,,,,
PoeticWork,Sa questo altier ch'io l'amo e ch'io l'adoro,,,Sa questo altier ch'io l'amo e ch'io l'adoro,Sa questo altier ch'io l'amo e ch'io l'adoro.md,chsc4zkANNmU,716054912373184944149,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
