class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,metre_value,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,identifier,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,described_by_source,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aa56E8kTgAo3,Peter Apian,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,part_of,,,,,,,,Didaci Pyrrhi Lusitani Carmen.,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DpdvDtJbrNXq,Cosmographia Petri Apiani,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f2FEyateEsYj,astronomy,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,poetic_type,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Vis urbes, vis mille locos, vis oppida mille","Introductory poem to Apian's geographical and astronomical treatise. Translation: You want cities, you want thousands of places, you want thousands of towns,
Everything is not a great closed book to see? 
You want to know in what place, or in what country he died
Persian, Brabantine while you alone worship
Persian, or Hyrcanus, or painted with the bow of nobility
Parthius, and in the shelter of the Turks, proud of the horse?
The force also of the tracts of the earth, and the paths of the heavens,
And clear starry signs to mark the pole? 
Do you want a big treasure bought for a small amount of money? Buy this and read it regularly as a Reader.",,"Vis urbes, vis mille locos, vis oppida mille","Vis urbes, vis mille locos, vis oppida mille.md",UKt2iGq8Rpj2,543005615656046448222,metre,,,,,,,,,,,,,,,,,,,,,,
