class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/279760000010101_000000076800C,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RMrG5qDMi6DF,(Stras 2018),,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UysXgbEHCAbU,Bartolomeo Ferrini,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KjaJCjnYFATB,Alfonso dalla Viola,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DrkJkRtJvR2m,Primo libro di Madrigali d'Alfonso dalla Viola,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zc588c7NUicV,"Stella, che fra le stelle",,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,text,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,depicts,,,,,,,,,,,,,,,,,,,,
MusicComposition,"Stella, che fra le stelle (Viola)",,,"Stella, che fra le stelle (Viola)","Stella, che fra le stelle (Viola).md",3DpT4jSFMjSd,24913224848474885834,metre,,,,,,,,,,,,,,,,,,,,
