class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,dissolved_reference,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,identifier,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,described_by_source,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TuhZnsrVW6Mf,academy,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,inception,,,,,1573.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,dissolved,,,,,,,1576.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,location,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Xcfe7aKfnNfN,Padova,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,official_website,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,catalog_identifier,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",26.0,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,member,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,interested_in,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,notable_work,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,related_to,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Animosi di Padova,,,Accademia degli Animosi di Padova,Accademia degli Animosi di Padova.md,FmeP3YhBTqEh,284065127512252605435,motto,,,,,,,,,,,,,,,,,,
