class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F161280000010101_000000002400C,,,,,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FfrXyTmswQB2,contrafactum,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/44NBTod6K3M3,Giovanni Maria Bonardo,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jPYPYvZuSBLf,Il nuovo echo a cinque voci,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,instrumentation,,,,,,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/92XDcRc6YX23,Mi duol non haver stile,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,derivative_work,,,,,,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,text,,,,,,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,language,,,,,,,,,,,,,,,,,
MusicComposition,Mi duol non haver stile (Agostini),The composer changed the dedication from Lodovico Domenichi to Alessandro Andriasi.,,Mi duol non haver stile (Agostini),Mi duol non haver stile (Agostini).md,S7yZNUA73sL2,497424588796252434258,subject,,,,,,,,,,,,,,,,,
